Album_Name	Song_Name	Lyrics	Unnamed: 6	Emotion
Relapse: Refill	Bagpipes from Baghdad	intro oh music ears oh man describe way feel fucking great man okay let see could begin verse locked mariahs wine cellar lunch bread wine bread wine captain crunch red wine breakfast brunch soak inbetween snack crackers munch mariah ever happened us break asked glass punch see never really asked much cant imagine whats going mind nasty breakup latin hunk luis miguel nick cannon better back fuck im playin want back punk hello kitty bedspread satin funk mixed egyptian little rap punk zapp eric clapton shaft f		admiration
Relapse: Refill	Hello	intro hello hello allow introduce name shady nice meet nice meet long time long time im sorry ive away long long name shady never meant leave never meant leave yeah verse see chick gym checking second im bout stick neck mouth lose pill im recklessly wreckin house supposed breakfast heck theres necklace lost right next stephanies blouse man check see mom left nope guess ill reroute maybe somewhere depths couch oh jackpot yeah open sesame mouth hatch feeling cant match rattattap door damn ratchet attacktackta		remorse
Relapse: Refill	Tonya (Skit)	tonya hey hey stop hey please stop fuck stop thank god stopped fuck fucking onstar isnt working left fucking phone home god ive standing like hour im soaking wet freezing thank much really youre lifesaver uh fucking get away fuck fucking asshole get away motherfucker get away get away fucking freak get away goddammit fuck help                                                                                                                                                                                        		anger
Relapse: Refill	Same Song & Dance	intro yeah song dance damn girl everywhere go song dance like way move globe song dance something man song dance pale moonlight yo verse im lookin ya yeah girl youre kinda tooken back whole rapper thing arent ya probably thinking youll get slapped dang hard ya wont even able stand straight arent ya couple rape charges people think youre monster police constantly bugging nonstop walk ya well hello tonya think got onstar button inside car stuck gas got flat would hate stranded laundromat got back dont put lau		anger
Relapse: Refill	Medicine Ball	intro oh goodness done oh cant believe like ive got whole world palm im ready drop bombs verse welcome slim shady mecca rebecca village new york right next tribeca thats sector homosexual dissector come rewind selector said nice rectum vasectomy hector cant get pregnant bisexually wreck ya hannibal lecter guy section bet ya tantalize ya less five seconds get ya say bitten twice shy well lie next guy nine ecstasy pills five extra boxes ribbed condoms quantities yes sir took rest lunesta pills dresser thats k		surprise
Relapse: Refill	3 a.m.	intro escaping yo theres place hide ayo scream someone save yo dont pay mind ayo goodnight goodbye verse youre walkin horror corridor almost four mornin youre nightmare horrible right theres coroner waiting ya turn corner corner ya youre goner hes onto ya corner cornea saw ya run want rest cause cant run anymore youre done wants kill front audience everybody watching party applauding sit im caught deep thought contemplating next plot swallowin klonopin im noddin ottoman ramada inn holding onto pill bottle l		fear
Relapse: Refill	We Made You	intro eminem guess dyou miss jessica simpson sing chorus chorus charmagne tripp eminem walked door woo clear clear youre one adore came see came see youre rock star baby yeah everybody wants everybody wants player really blame really blame ones made verse eminem ahem back popular demand pop little zantac antacid youre ready tackle task hand feel fantastic grand well look massive masses stands shady man dont massacre fans damn think kim kardashians man stomped cause asked put hands massive gluteus maximus sq		neutral
Relapse: Refill	Paul (Skit) [2009]	skit paul rosenberg em paul ah listened entire album got ta fucking kidding mean christopher reeves shit know guys dead right whole gay stepfather incest rape thing dont back one cant even fuckin handle im done skit paul rosenberg em paul ah listened entire album got ta fucking kidding mean christopher reeves shit know guys dead right whole gay stepfather incest rape thing dont back one cant even fuckin handle im done skit paul rosenberg em paul ah listened entire album got ta fucking kidding mean christoph		amusement
Relapse: Refill	Stay Wide Awake	intro yo yo follow follow come dark side force man would boldly go place devil knows world dark oh cold oh cold oh cold oh prechorus soon flow starts compose art like ghost mozart even though say theyre real know arent boy think youre clever dont ya girl think youre smart come another side world cold dark chorus stay wide awake world dark world cold world go stay wide awake none return learn go god knows stay wide awake verse fefifofum think smell scent placenta enter central park dark winter december see t		neutral
Relapse: Refill	Old TimeÂs Sake	intro eminem good evening fucking captain speaking soon reaching altitude four million half feet thats eight million miles sky please undo seat belt takeoff free smoke cabin chkk verse dr dre im dre back day nwa black gray choking bitch smacking face stacking bodies racking aks racking hits stacking crates im still hungry im back tapeworm whats happenin rap entertainment shady far competition faggot aint none verse eminem speak devil attack rain man chainsaw hand bloodstain apron soon blade spun vrrunn run 		neutral
Relapse: Refill	Must Be the Ganja	intro yeah ohh yeah yeah ohh feel like dancing feel like dancing smell something air thats making high said smell something air thats making high verse okay go doremifaso fasolatidaso lyrical roscoe kick back tabasco motherfuckers must know ticktock time show kickass flow cosmos picasso pickaxe sick asshole tictactoe cross sixpack xacto knives stranglin wives thick lasso big bags grass zigzags im doc know go skull crossbones poison boys girls know wan na try home lil vato neither time place get macho crack 		neutral
